"customerid","age","gender","Marital Status","income","transactionid","Date","productid","price","qty","totalamount","storeid","storename","groupstore","Type","latitude","longitude","Product Name"
286,60,0,Married,"6,19",TR33225,"13/01/2022",P1,8800,3,26400,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Choco Bar
149,61,1,Married,"3,96",TR37826,"13/01/2022",P7,9400,6,56400,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Coffee Candy
275,41,0,Married,"15,33",TR48412,"13/01/2022",P4,12000,2,24000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Potato Chip
442,42,1,Married,"14,88",TR61271,"13/01/2022",P1,8800,3,26400,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Choco Bar
34,45,0,Married,"6,36",TR75546,"13/01/2022",P5,4200,4,16800,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
420,48,1,Single,"6,01",TR83152,"13/01/2022",P10,15000,1,15000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick
324,36,1,Married,"10,59",TR97807,"13/01/2022",P6,18000,3,54000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cashew
426,19,0,Single,"2,16",TR16701,"14/01/2022",P4,12000,1,12000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Potato Chip
295,34,0,Married,"4,78",TR19443,"14/01/2022",P9,10000,6,60000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Yoghurt
231,51,1,Married,"16,59",TR22474,"14/01/2022",P3,7500,2,15000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Crackers
267,22,0,Single,"0",TR43117,"14/01/2022",P10,15000,4,60000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cheese Stick
210,33,0,Married,"10,9",TR63072,"14/01/2022",P7,9400,5,47000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Coffee Candy
131,25,0,Single,"7,12",TR68172,"14/01/2022",P5,4200,5,21000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Thai Tea
206,68,0,Married,"8,3",TR82815,"14/01/2022",P7,9400,3,28200,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Coffee Candy
303,45,0,Married,"10,34",TR88153,"14/01/2022",P5,4200,3,12600,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea
329,19,1,Single,"0",TR94606,"14/01/2022",P10,15000,2,30000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Cheese Stick
433,48,1,Married,"11,97",TR11326,"15/01/2022",P9,10000,2,20000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Yoghurt
2,60,1,Married,"6,23",TR13287,"15/01/2022",P5,4200,2,8400,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea
300,25,1,Single,"4,22",TR14344,"15/01/2022",P7,9400,2,18800,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Coffee Candy
171,40,0,Married,"10,05",TR1445,"15/01/2022",P5,4200,3,12600,13,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea
130,40,0,Married,"9,73",TR16248,"15/01/2022",P2,3200,7,22400,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy 
62,51,1,Married,"13,62",TR21056,"15/01/2022",P8,16000,3,48000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Oat
241,24,1,Single,"0,57",TR30914,"15/01/2022",P3,7500,5,37500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers
121,26,0,Single,"2,93",TR32340,"15/01/2022",P5,4200,3,12600,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea
234,61,1,Married,"10,86",TR33508,"15/01/2022",P4,12000,5,60000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Potato Chip
85,59,1,Married,"7,89",TR34660,"15/01/2022",P10,15000,5,75000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick
93,32,0,Married,"4,85",TR37177,"15/01/2022",P5,4200,3,12600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Thai Tea
48,32,0,Married,"10,62",TR37379,"15/01/2022",P10,15000,5,75000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick
444,53,0,Married,"15,31",TR38169,"15/01/2022",P4,12000,1,12000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Potato Chip
306,49,0,Married,"16,52",TR41344,"15/01/2022",P8,16000,2,32000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Oat
197,51,0,Married,"13,33",TR44149,"15/01/2022",P4,12000,2,24000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Potato Chip
361,26,1,Single,"0,06",TR54663,"15/01/2022",P1,8800,8,70400,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Choco Bar
443,33,1,"","9,28",TR65307,"15/01/2022",P5,4200,4,16800,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea
217,39,1,Single,"6,96",TR71470,"15/01/2022",P10,15000,5,75000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Cheese Stick
142,23,1,Single,"1,58",TR71650,"15/01/2022",P5,4200,5,21000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Thai Tea
434,37,0,Married,"9,33",TR76485,"15/01/2022",P9,10000,3,30000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Yoghurt
216,30,0,Married,"4,82",TR85027,"15/01/2022",P2,3200,6,19200,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Ginger Candy 
378,54,0,Married,"14,66",TR8647,"15/01/2022",P1,8800,9,79200,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Choco Bar
59,46,1,Married,"10,57",TR88822,"15/01/2022",P7,9400,3,28200,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Coffee Candy
351,45,1,Married,"18,34",TR96420,"15/01/2022",P9,10000,5,50000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Yoghurt
40,19,0,Single,"3,48",TR98224,"15/01/2022",P6,18000,4,72000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cashew
138,37,1,Married,"8,96",TR1576,"16/01/2022",P1,8800,2,17600,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Choco Bar
184,33,0,Single,"13,93",TR16100,"16/01/2022",P9,10000,5,50000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Yoghurt
150,61,1,Married,"8,56",TR17745,"16/01/2022",P2,3200,5,16000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy 
105,61,0,Married,"7,54",TR19359,"16/01/2022",P10,15000,5,75000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Cheese Stick
355,19,1,Single,"0",TR40245,"16/01/2022",P6,18000,3,54000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cashew
342,48,1,Married,"13,55",TR4066,"16/01/2022",P10,15000,4,60000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick
209,47,0,Single,"2,55",TR44922,"16/01/2022",P10,15000,1,15000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cheese Stick
278,31,1,Married,"9,76",TR52563,"16/01/2022",P8,16000,3,48000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Oat
299,37,1,Married,"4,54",TR66649,"16/01/2022",P8,16000,3,48000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Oat
447,54,1,Married,"20,37",TR88920,"16/01/2022",P8,16000,1,16000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat
423,22,0,Married,"3,55",TR95280,"16/01/2022",P10,15000,1,15000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick
264,21,1,Single,"1,12",TR12572,"17/01/2022",P1,8800,8,70400,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Choco Bar
162,49,0,Married,"11,46",TR16416,"17/01/2022",P8,16000,2,32000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Oat
446,57,0,Married,"7,81",TR19683,"17/01/2022",P10,15000,5,75000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Cheese Stick
217,39,1,Single,"6,96",TR28079,"17/01/2022",P5,4200,3,12600,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea
447,54,1,Married,"20,37",TR28209,"17/01/2022",P3,7500,5,37500,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Crackers
16,52,0,Married,"11,8",TR2841,"17/01/2022",P7,9400,6,56400,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Coffee Candy
136,28,1,Married,"2,96",TR28854,"17/01/2022",P9,10000,4,40000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Yoghurt
110,19,0,Married,"2,41",TR28928,"17/01/2022",P10,15000,5,75000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick
177,33,1,Married,"8,06",TR3941,"17/01/2022",P7,9400,2,18800,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Coffee Candy
398,33,0,Married,"7,44",TR55188,"17/01/2022",P5,4200,5,21000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
177,33,1,Married,"8,06",TR67971,"17/01/2022",P2,3200,5,16000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy 
71,46,0,Married,"12,42",TR81233,"17/01/2022",P3,7500,6,45000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers
439,35,0,Single,"12,34",TR84034,"17/01/2022",P5,4200,5,21000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Thai Tea
401,45,0,Married,"4,08",TR8508,"17/01/2022",P5,4200,4,16800,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Thai Tea
296,38,1,Single,"3,18",TR88404,"17/01/2022",P5,4200,5,21000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea
37,51,0,Married,"17,11",TR91007,"17/01/2022",P10,15000,5,75000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick
187,49,1,Married,"9,18",TR98921,"17/01/2022",P8,16000,2,32000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Oat
306,49,0,Married,"16,52",TR18620,"18/01/2022",P2,3200,4,12800,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Ginger Candy 
83,34,1,Married,"10,88",TR3743,"18/01/2022",P3,7500,4,30000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers
368,44,0,Married,"16,13",TR40659,"18/01/2022",P3,7500,6,45000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Crackers
240,22,1,Single,"3,33",TR49285,"18/01/2022",P3,7500,1,7500,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Crackers
356,56,0,Married,"13,25",TR52721,"18/01/2022",P8,16000,3,48000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Oat
120,30,0,Married,"2,48",TR53728,"18/01/2022",P5,4200,3,12600,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Thai Tea
404,22,0,Single,"2,69",TR60985,"18/01/2022",P5,4200,2,8400,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Thai Tea
225,59,1,Married,"10,59",TR71324,"18/01/2022",P3,7500,2,15000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Crackers
378,54,0,Married,"14,66",TR75701,"18/01/2022",P8,16000,1,16000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Oat
303,45,0,Married,"10,34",TR7896,"18/01/2022",P7,9400,5,47000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Coffee Candy
92,60,0,Married,"10,72",TR82047,"18/01/2022",P2,3200,4,12800,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Ginger Candy 
81,44,0,Married,"19,49",TR89703,"18/01/2022",P8,16000,2,32000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat
130,40,0,Married,"9,73",TR20664,"19/01/2022",P6,18000,3,54000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Cashew
115,39,0,Married,"5,07",TR2323,"19/01/2022",P3,7500,4,30000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Crackers
23,57,1,Married,"12,56",TR24906,"19/01/2022",P1,8800,2,17600,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Choco Bar
203,53,0,Married,"17,2",TR29591,"19/01/2022",P4,12000,4,48000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Potato Chip
318,18,0,Single,"3,64",TR3330,"19/01/2022",P10,15000,1,15000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick
56,20,1,Single,"1",TR3414,"19/01/2022",P3,7500,2,15000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers
45,53,0,Married,"9,25",TR38717,"19/01/2022",P3,7500,3,22500,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Crackers
404,22,0,Single,"2,69",TR53185,"19/01/2022",P4,12000,3,36000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Potato Chip
154,31,0,Married,"8,36",TR75889,"19/01/2022",P3,7500,3,22500,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers
6,23,0,Married,"2,33",TR76104,"19/01/2022",P7,9400,6,56400,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Coffee Candy
397,24,0,Single,"6,42",TR78475,"19/01/2022",P10,15000,4,60000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cheese Stick
351,45,1,Married,"18,34",TR80853,"19/01/2022",P7,9400,2,18800,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Coffee Candy
151,42,0,Married,"10,38",TR87436,"19/01/2022",P1,8800,6,52800,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Choco Bar
107,38,1,Married,"9,85",TR89069,"19/01/2022",P9,10000,4,40000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Yoghurt
413,31,0,Married,"8,8",TR97235,"19/01/2022",P5,4200,2,8400,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea
258,51,0,Married,"12,57",TR19590,"20/01/2022",P6,18000,2,36000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cashew
243,38,0,Married,"3,34",TR20045,"20/01/2022",P3,7500,1,7500,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers
116,51,1,Married,"15,77",TR24538,"20/01/2022",P10,15000,1,15000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Cheese Stick
416,27,1,"","3,43",TR31616,"20/01/2022",P9,10000,5,50000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Yoghurt
169,34,0,Married,"3,97",TR33794,"20/01/2022",P9,10000,6,60000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Yoghurt
386,33,0,Married,"6,95",TR38395,"20/01/2022",P8,16000,1,16000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Oat
359,46,0,Married,"19,99",TR60760,"20/01/2022",P5,4200,3,12600,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea
443,33,1,"","9,28",TR63307,"20/01/2022",P7,9400,4,37600,13,Buana,Buana,General Trade,"-1,26916","116,825264",Coffee Candy
326,24,1,Single,"2,69",TR63588,"20/01/2022",P4,12000,3,36000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Potato Chip
130,40,0,Married,"9,73",TR72168,"20/01/2022",P5,4200,3,12600,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea
297,41,1,Married,"12,13",TR82517,"20/01/2022",P5,4200,2,8400,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea
44,40,0,Married,"10,65",TR88378,"20/01/2022",P7,9400,6,56400,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy
79,20,1,Single,"1,6",TR92856,"20/01/2022",P7,9400,3,28200,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Coffee Candy
66,37,1,Married,"3,04",TR14385,"21/01/2022",P6,18000,3,54000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cashew
197,51,0,Married,"13,33",TR1807,"21/01/2022",P3,7500,4,30000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Crackers
106,24,0,Single,"6,79",TR24740,"21/01/2022",P2,3200,3,9600,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Ginger Candy 
209,47,0,Single,"2,55",TR26433,"21/01/2022",P7,9400,3,28200,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Coffee Candy
367,43,0,Married,"10,96",TR28011,"21/01/2022",P9,10000,5,50000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Yoghurt
131,25,0,Single,"7,12",TR31493,"21/01/2022",P1,8800,8,70400,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Choco Bar
171,40,0,Married,"10,05",TR32113,"21/01/2022",P3,7500,6,45000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers
243,38,0,Married,"3,34",TR32730,"21/01/2022",P6,18000,1,18000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cashew
435,29,1,Married,"3,61",TR3316,"21/01/2022",P7,9400,5,47000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Coffee Candy
281,35,0,Married,"3,03",TR34731,"21/01/2022",P3,7500,5,37500,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Crackers
19,24,1,Single,"4,14",TR47402,"21/01/2022",P9,10000,5,50000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Yoghurt
88,21,0,Single,"2,97",TR56276,"21/01/2022",P10,15000,2,30000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cheese Stick
267,22,0,Single,"0",TR93101,"21/01/2022",P1,8800,3,26400,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Choco Bar
119,26,1,Single,"5,54",TR94279,"21/01/2022",P5,4200,4,16800,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea
289,29,0,Married,"2,37",TR99024,"21/01/2022",P6,18000,3,54000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cashew
362,25,0,Single,"7,47",TR22459,"22/01/2022",P10,15000,5,75000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick
176,54,1,Married,"18,32",TR25854,"22/01/2022",P8,16000,2,32000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Oat
181,33,1,Married,"9,94",TR4315,"22/01/2022",P5,4200,5,21000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Thai Tea
359,46,0,Married,"19,99",TR47702,"22/01/2022",P4,12000,5,60000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Potato Chip
429,37,1,Married,"8,97",TR56832,"22/01/2022",P4,12000,5,60000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Potato Chip
328,36,0,Married,"10,53",TR67395,"22/01/2022",P8,16000,3,48000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Oat
376,44,0,Married,"14,65",TR81633,"22/01/2022",P8,16000,2,32000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Oat
320,30,0,Married,"3,72",TR9042,"22/01/2022",P5,4200,3,12600,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Thai Tea
73,53,0,Married,"13,71",TR95963,"22/01/2022",P3,7500,2,15000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Crackers
395,28,0,Married,"3,39",TR11023,"23/01/2022",P3,7500,5,37500,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Crackers
14,58,1,Married,"10,18",TR16773,"23/01/2022",P6,18000,1,18000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cashew
62,51,1,Married,"13,62",TR23559,"23/01/2022",P5,4200,5,21000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Thai Tea
168,27,0,Married,"4,88",TR40337,"23/01/2022",P3,7500,2,15000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers
294,54,1,Married,"19,07",TR5111,"23/01/2022",P5,4200,5,21000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea
349,37,0,Married,"5,96",TR68999,"23/01/2022",P1,8800,3,26400,13,Buana,Buana,General Trade,"-1,26916","116,825264",Choco Bar
295,34,0,Married,"4,78",TR72014,"23/01/2022",P5,4200,5,21000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
335,29,1,Single,"4,74",TR82501,"23/01/2022",P5,4200,4,16800,13,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea
26,45,1,Married,"7,83",TR8408,"23/01/2022",P10,15000,1,15000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick
114,22,0,Single,"3,14",TR91120,"23/01/2022",P3,7500,6,45000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers
196,34,0,Married,"3,17",TR13528,"24/01/2022",P4,12000,5,60000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Potato Chip
356,56,0,Married,"13,25",TR14110,"24/01/2022",P6,18000,2,36000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cashew
187,49,1,Married,"9,18",TR26197,"24/01/2022",P10,15000,4,60000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick
34,45,0,Married,"6,36",TR27545,"24/01/2022",P6,18000,4,72000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Cashew
171,40,0,Married,"10,05",TR29618,"24/01/2022",P10,15000,4,60000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cheese Stick
91,59,0,Married,"9,85",TR3218,"24/01/2022",P1,8800,10,88000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Choco Bar
76,38,1,Married,"7,88",TR34744,"24/01/2022",P2,3200,3,9600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Ginger Candy 
169,34,0,Married,"3,97",TR37162,"24/01/2022",P8,16000,2,32000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Oat
257,60,0,Married,"4,25",TR48869,"24/01/2022",P1,8800,6,52800,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Choco Bar
123,34,0,Married,"4,36",TR62843,"24/01/2022",P2,3200,5,16000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Ginger Candy 
422,21,1,Single,"3,88",TR65973,"24/01/2022",P2,3200,5,16000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Ginger Candy 
160,48,1,Married,"12,57",TR69288,"24/01/2022",P2,3200,3,9600,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Ginger Candy 
183,27,1,Single,"0,18",TR80016,"24/01/2022",P3,7500,2,15000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Crackers
423,22,0,Married,"3,55",TR1186,"25/01/2022",P4,12000,5,60000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Potato Chip
418,45,0,Single,"23,84",TR14148,"25/01/2022",P5,4200,5,21000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea
444,53,0,Married,"15,31",TR24554,"25/01/2022",P10,15000,5,75000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Cheese Stick
276,31,1,Married,"8,96",TR24979,"25/01/2022",P5,4200,2,8400,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea
372,31,1,Married,"6,19",TR32972,"25/01/2022",P5,4200,2,8400,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea
314,35,0,Married,"6,64",TR38205,"25/01/2022",P8,16000,3,48000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Oat
3,32,1,Married,"9,17",TR496,"25/01/2022",P1,8800,2,17600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Choco Bar
96,55,0,Married,"13,67",TR53992,"25/01/2022",P2,3200,5,16000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Ginger Candy 
344,47,1,Married,"5,63",TR5572,"25/01/2022",P2,3200,4,12800,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Ginger Candy 
